,id,pac_name,date_of_deposit,amount,contributor,notes,relevant_amounts,source_docs,address,city,state,zip,address_full,occupation,type,employer,in_kind_description,lat,lng,accuracy
470,470,Florida Committee for Conservative Leade (PAC),4/27/16,1000,"MANSON CONSTRUCTION, CO.",,,,POST OFFICE BOX 24067,SEATTLE,WA,98124,"POST OFFICE BOX 24067, SEATTLE, WA 98124",CONSTRUCTION,,,,47.5642545,-122.3863851,
364,364,Florida Committee for Conservative Leade (PAC),4/21/16,2000,FLORIDA POLICE BENEVOLENT ASSOCIATION FPBA LAW AND ORDER PAC,cleaned based on address,,,300 EAST BREVARD STREET,TALLAHASSEE,FL,32301,"300 EAST BREVARD STREET, TALLAHASSEE, FL 32301",POLITICAL COMMITTEE,,,,30.449342,-84.2792625,
219,219,Florida Committee for Conservative Leade (PAC),1/11/16,2500,"BURNETTI, PA",,,,211 SOUTH FLORIDA AVENUE,LAKELAND,FL,33801,"211 SOUTH FLORIDA AVENUE, LAKELAND, FL 33801",LAW FIRM,,,,28.0424973,-81.9575069,
568,568,Florida Committee for Conservative Leade (PAC),1/11/16,1500,SEARCY DENNEY SCAROLA BARNHART & SHIPLEY,,,,2139 PALM BEACH LAKES BLVD,WEST PALM BEACH,FL,33409,"2139 PALM BEACH LAKES BLVD, WEST PALM BEACH, FL 33409",LAW FIRM,,,,26.7130993,-80.0955148,
250,250,Florida Committee for Conservative Leade (PAC),1/11/16,10000,COSTA FARMS,,,,21800 SW 162 AVENUE,MIAMI,FL,33170,"21800 SW 162 AVENUE, MIAMI, FL 33170",AGRICULTURE,,,,25.5593392,-80.454064,
404,404,Florida Committee for Conservative Leade (PAC),1/11/16,1000,"GOMEZ BARKER ASSOCIATES,INC.",,,,"2350 CORAL WAY, SUITE 301",CORAL GABLES,FL,33145,"2350 CORAL WAY, SUITE 301, CORAL GABLES, FL 33145",GOVERNMENTAL CONSULTANTS,,,,25.7502232,-80.2331491,
621,621,Florida Committee for Conservative Leade (PAC),1/11/16,1000,THE DUTRA GROUP,,,,"2350 KERNER BLVD, SUITE 200",SAN RAFAEL,CA,94901,"2350 KERNER BLVD, SUITE 200, SAN RAFAEL, CA 94901",DREDGING,,,,37.948018,-122.488184,
492,492,Florida Committee for Conservative Leade (PAC),1/11/16,5000,"MOSAIC FERTILIZER, LLC",cleaned based on address,,,"3033 CAMPUS DRIVE, SUITE E490",PLYMOUTH,MN,55441,"3033 CAMPUS DRIVE, SUITE E490, PLYMOUTH, MN 55441",AGRICULTURE,,,,45.0154671,-93.4546099,
569,569,Florida Committee for Conservative Leade (PAC),1/11/16,1000,"SHAPIRO, GOLDMAN, BABBONI & WALSH",,,,308 COCOANUT AVENUE,SARASOTA,FL,34236,"308 COCOANUT AVENUE, SARASOTA, FL 34236",LAW FIRM,,,,27.3390727,-82.5443488,
425,425,Florida Committee for Conservative Leade (PAC),1/11/16,1000,"HCI GROUP, INC.",,,,"5300 WEST CYPRESS STREET, SUITE 100",TAMPA,FL,33607,"5300 WEST CYPRESS STREET, SUITE 100, TAMPA, FL 33607",HEALTH CARE,,,,27.9516623,-82.533102,
236,236,Florida Committee for Conservative Leade (PAC),1/11/16,1000,COALITION OF AFFORDABLE HOUSING PC,Noreen Fenner is registered agent,,,8489 CABIN HILL ROAD,TALLAHASSEE,FL,32311,"8489 CABIN HILL ROAD, TALLAHASSEE, FL 32311",POLITICAL COMMITTEE,,,,30.3912921,-84.1505442,
342,342,Florida Committee for Conservative Leade (PAC),1/11/16,1000,FLORIDA ONSITE WASTEWATER PAC,,,,8489 CABIN HILL ROAD,TALLAHASSEE,FL,32311,"8489 CABIN HILL ROAD, TALLAHASSEE, FL 32311",POLITICAL COMMITTEE,,,,30.3912921,-84.1505442,
658,658,Florida Committee for Conservative Leade (PAC),1/11/16,10000,VOICE OF FLORIDA BUSINESS POLITICAL ACTION COMMITTEE,Tamela Perdue is regeristered agent,,,POST OFFICE BOX 784,TALLAHASSEE,FL,32302,"POST OFFICE BOX 784, TALLAHASSEE, FL 32302",POLITICAL COMMITTEE,,,,30.442124,-84.320881,
297,297,Florida Committee for Conservative Leade (PAC),1/9/16,2000,"FCCI SERVICES, INC.",,,,6300 UNIVERSITY PKWY,SARASOTA,FL,34240,"6300 UNIVERSITY PKWY, SARASOTA, FL 34240",INSURANCE,,,,27.3848447,-82.4356981,
277,277,Florida Committee for Conservative Leade (PAC),1/7/16,-17000,ECONOMIC FREEDOM FOUNDATION,,,,8489 CABIN HILL ROAD,TALLAHASSEE,FL,32311,"8489 CABIN HILL ROAD, TALLAHASSEE, FL 32311",POLITICAL COMMITTEE,,,,30.3912921,-84.1505442,
284,284,Florida Committee for Conservative Leade (PAC),1/4/16,200,"EVANS PROPERTIES, INC.",,,,"660 BEACHLAND BLVD, STE 301",VERO BEACH,FL,32963,"660 BEACHLAND BLVD, STE 301, VERO BEACH, FL 32963",REAL ESTATE,,,"FOOD, LODGING, ACT.",27.6530935,-80.3610376,
384,384,Florida Committee for Conservative Leade (PAC),1/4/16,20000,FLORIDIANS UNITED FOR OUR CHILDREN'S FUTURE,,,,PO BOX 10085,TALLAHASSEE,FL,32302,"PO BOX 10085, TALLAHASSEE, FL 32302",POLITICAL COMMITTEE,,,,26.0909516,-80.3735682,
638,638,Florida Committee for Conservative Leade (PAC),12/31/15,10000,"EVANS PROPERTIES, INC.","was TRIFOLIATA DEVELOPMENT, INC., changed based on address. Also, looked up in commerceflorida and these companies are related",,,"660 BEACHLAND BLVD, SIUTE 301",VERO BEACH,FL,32963,"660 BEACHLAND BLVD, SIUTE 301, VERO BEACH, FL 32963",REAL ESTATE,,,,27.6530935,-80.3610376,
548,548,Florida Committee for Conservative Leade (PAC),12/31/15,2000,REALTORS POLITICAL ADVOCACY COMMITTEE,,,,P. O. BOX 725025,ORLANDO,FL,32872,"P. O. BOX 725025, ORLANDO, FL 32872",PC,,,,28.3289831,-81.5342295,
628,628,Florida Committee for Conservative Leade (PAC),12/30/15,550,THE VILLAGES,,,,1020 LAKE SUMTER LANDING,THE VILLAGES,FL,32162,"1020 LAKE SUMTER LANDING, THE VILLAGES, FL 32162",DEVELOPER,,,"LODGING,MEAL,ENTERTAIN",28.9083238,-81.9738801,
299,299,Florida Committee for Conservative Leade (PAC),12/23/15,250,FEARINGTON MERCER,,,,POST OFFICE BOX 1548,TALLAHASSEE,FL,32302,"POST OFFICE BOX 1548, TALLAHASSEE, FL 32302",GOVERNMENTAL CONSULTANT,,,LODGING,30.442124,-84.320881,
435,435,Florida Committee for Conservative Leade (PAC),12/17/15,1000,"HOLDING COMPANY OF THE VILLAGES, INC.",,,,1020 LAKE SUMTER LANDING,THE VILLAGES,FL,32162,"1020 LAKE SUMTER LANDING, THE VILLAGES, FL 32162",REAL ESTATE,,,,28.9083238,-81.9738801,
619,619,Florida Committee for Conservative Leade (PAC),12/17/15,5000,"THE COMMITTEE FOR JUSTICE, TRANSPORTATION AND BUSINESS",,,,120 SOUT MONROE STREET,TALLAHASSEE,FL,32301,"120 SOUT MONROE STREET, TALLAHASSEE, FL 32301",POLITICAL COMMITTEE,,,,30.4409781,-84.2810459,
659,659,Florida Committee for Conservative Leade (PAC),12/12/15,5000,WALGREENS,,,,104 WILMOT ROAD,DEERFIELD,IL,60015,"104 WILMOT ROAD, DEERFIELD, IL 60015",PHARMACY/RETAIL,,,,42.154981,-87.86885,
563,563,Florida Committee for Conservative Leade (PAC),12/4/15,3500,SAWGRASS MUTUAL INSURANCE COMPANY,,,,"1000 SAWGRASS CORPORATE PKWY, STE 100",SUNRISE,FL,33323,"1000 SAWGRASS CORPORATE PKWY, STE 100, SUNRISE, FL 33323",INSURANCE,,,,26.1331983,-80.3319112,
641,641,Florida Committee for Conservative Leade (PAC),11/30/15,10000,United States Sugar Corporation,,,,111 PONCE DE LEON AVENUE,CLEWISTON,FL,33440,"111 Ponce de Leon Ave, Clewiston, FL 33440",SUGAR CORPORATION,,,,26.7546518,-80.9357057,
343,343,Florida Committee for Conservative Leade (PAC),11/30/15,500,FLORIDA ONSITE WASTEWATER PAC,,,,8489 CABIN HILL ROAD,TALLAHASSEE,FL,32311,"8489 CABIN HILL ROAD, TALLAHASSEE, FL 32311",POLITICAL COMMITTEE,,,,30.3912921,-84.1505442,
369,369,Florida Committee for Conservative Leade (PAC),11/30/15,5000,FLORIDA PROSPERITY FUND,,,,POST OFFICE BOX 10085,TALLAHASSEE,FL,32302,"POST OFFICE BOX 10085, TALLAHASSEE, FL 32302",POLITICAL COMMITTEE,,,,30.442124,-84.320881,
228,228,Florida Committee for Conservative Leade (PAC),11/30/15,1650,"CAPITOL PREFERRED INSURANCE COMPANY, INC.",,,,POST OFFICE BOX 15339,TALLAHASSEE,FL,32317,"POST OFFICE BOX 15339, TALLAHASSEE, FL 32317",INSURANCE,,,,30.442124,-84.320881,
580,580,Florida Committee for Conservative Leade (PAC),11/30/15,1700,"SOUTHERN FIDELITY PROPERTY CASUALTY, INC.",,,,POST OFFICE BOX 16029,TALLAHASSEE,FL,32317,"POST OFFICE BOX 16029, TALLAHASSEE, FL 32317",INSURANCE,,,,30.44,-84.28,
579,579,Florida Committee for Conservative Leade (PAC),11/30/15,1650,SOUTHERN FIDELITY INSURANCE COMPANY,,,,POST OFFICE BOX 16029,TALLAHASSEE,FL,32317,"POST OFFICE BOX 16029, TALLAHASSEE, FL 32317",INSURANCE,,,,30.44,-84.28,
276,276,Florida Committee for Conservative Leade (PAC),11/25/15,17000,ECONOMIC FREEDOM FOUNDATION,,,,8489 CABIN HILL ROAD,TALLAHASSEE,FL,32311,"8489 CABIN HILL ROAD, TALLAHASSEE, FL 32311",POLITICAL COMMITTEE,,,,30.3912921,-84.1505442,
395,395,Florida Committee for Conservative Leade (PAC),11/21/15,2500,FTBA TRANSPORTATION PAC,,,,610 S. BOULEVARD,TAMPA,FL,33606,"610 S. BOULEVARD, TAMPA, FL 33606",POLITICAL COMMITTEE,,,,27.825173,-82.6421988,
516,516,Florida Committee for Conservative Leade (PAC),11/20/15,2500,OPIS PAC,,,,"10150 HIGHLAND MANOR DR,SUITE 300",TAMPA,FL,33610,"10150 HIGHLAND MANOR DR,SUITE 300, TAMPA, FL 33610",POLITICAL COMMITTEE,,,,27.9840133,-82.3326791,
243,243,Florida Committee for Conservative Leade (PAC),11/20/15,5000,COMMITTEE FOR RESPONSIBLE NURSE ANESTHESIA (CRNA),,,,"2600 CENTENNIAL PLACE,SUITE 100",TALLAHASSEE,FL,32308,"2600 CENTENNIAL PLACE,SUITE 100, TALLAHASSEE, FL 32308",POLITICAL COMMITTEE,,,,30.4815652,-84.2309003,
358,358,Florida Committee for Conservative Leade (PAC),11/20/15,5000,"FLORIDA POLICE BENEVOLENT ASOCIATION, FPBA LAW AND ORDER PAC",cleaned based on address,,,300 E. BREVARD ST.,TALLAHASSEE,FL,32301,"300 E. BREVARD ST., TALLAHASSEE, FL 32301",POLITICAL COMMITTEE,,,,30.449342,-84.2792625,
600,600,Florida Committee for Conservative Leade (PAC),11/20/15,2500,"SOVEREIGN HEALTHCARE DISBURSEMENTS, LLC",,,,"5887 GLENRIDGE DRIVE, SUITE 150",ATLANTA,GA,30328,"5887 GLENRIDGE DRIVE, SUITE 150, ATLANTA, GA 30328",HEALTH CARE,,,,33.916012,-84.36,
576,576,Florida Committee for Conservative Leade (PAC),11/17/15,2500,SOUTHEAST MILK,,,,P. O. BOX 3790,BELLEVIEW,FL,34421,"P. O. BOX 3790, BELLEVIEW, FL 34421",AGRICULTURE,,,,-32.5659607,149.5854923,
230,230,Florida Committee for Conservative Leade (PAC),11/15/15,1000,"CENTRAL FLORIDA TESTING LABORATORIES, INC.",,,,12625 40TH STREET N.,CLEARWATER,FL,33762,"12625 40TH STREET N., CLEARWATER, FL 33762",TESTING LABORATORY,,,,27.88743,-82.68751,
466,466,Florida Committee for Conservative Leade (PAC),11/15/15,1000,"LRE GROUND SERVICES, INC.",,,,POST OFFICE BOX 10263,BROOKSVILLE,FL,34603,"POST OFFICE BOX 10263, BROOKSVILLE, FL 34603",CONSTRUCTION,,,,28.4801619,-82.4626641,
164,164,Florida Committee for Conservative Leade (PAC),10/19/15,1500,"ACTING AGENT FOR NORTHWOOD ASSOCIATION, LLC",,,,"1018 THOMASVILLE ROAD, SUITE 200A",TALLAHASSEE,FL,32303,"1018 THOMASVILLE ROAD, SUITE 200A, TALLAHASSEE, FL 32303",REAL ESTATE,,,,30.4533206,-84.2793043,
640,640,Florida Committee for Conservative Leade (PAC),10/19/15,5000,United States Sugar Corporation,,,,111 PONCE DE LEON AVENUE,CLEWISTON,FL,33440,"111 Ponce de Leon Ave, Clewiston, FL 33440",SUGAR CORPORATION,,,,26.7546518,-80.9357057,
406,406,Florida Committee for Conservative Leade (PAC),10/19/15,1250,"GOVERNMENT SERVICES GROUP, INC.",,,,"1500 MAHAN DRIVE, #250",TALLAHASSEE,FL,32308,"1500 MAHAN DRIVE, #250, TALLAHASSEE, FL 32308",GOVERNMENTAL CONSULTING,,,,30.4497963,-84.2583609,
494,494,Florida Committee for Conservative Leade (PAC),10/19/15,1250,"NABORS, GIBLIN & NICKERSN, P.A.",,,,"1500 MAHANDRIVE, #200",TALLAHASSEE,FL,32308,"1500 MAHANDRIVE, #200, TALLAHASSEE, FL 32308",LAW FIRM,,,,30.4497963,-84.2583609,
467,467,Florida Committee for Conservative Leade (PAC),10/19/15,5000,LYKES BROS. INC.,,,,"400 NORTH TAMPA ST., #1900",TAMPA,FL,33602,"400 NORTH TAMPA ST., #1900, TAMPA, FL 33602",AGRICULTURE,,,,27.9477291,-82.4593309,
287,287,Florida Committee for Conservative Leade (PAC),10/10/15,2500,FAIAPAC,,,,POST OFFICE BOX 12001,TALLAHASSEE,FL,32317,"POST OFFICE BOX 12001, TALLAHASSEE, FL 32317",POLITICAL COMMITTEE,,,,30.5315003,-84.3640422,
477,477,Florida Committee for Conservative Leade (PAC),9/30/15,1000,"MCNICHOLAS & ASSOCIATES, INC.",,,,"1000 SE MONTEREY COMMONS BLVD, SUITE 102",STUART,FL,34996,"1000 SE MONTEREY COMMONS BLVD, SUITE 102, STUART, FL 34996",PUBLIC RELATIONS,,,,27.193224,-80.2225272,
643,643,Florida Committee for Conservative Leade (PAC),9/30/15,2500,United States Sugar Corporation,,,,111 PONCE DE LEON AVENUE,CLEWISTON,FL,33440,"111 Ponce de Leon Ave, Clewiston, FL 33440",SUGAR CORPORATION,,,,26.7546518,-80.9357057,
626,626,Florida Committee for Conservative Leade (PAC),9/30/15,1000,THE SCOTTS COMPANY AND SUBSIDIARIES,,,,14111 SCOTTSLAWN ROAD,MARYSVILLE,OH,43041,"14111 SCOTTSLAWN ROAD, MARYSVILLE, OH 43041",FERTILIZER COMPANY,,,,40.205047,-83.314432,
559,559,Florida Committee for Conservative Leade (PAC),9/30/15,2500,"RONALD BOOK, P.A.",,,,"18851 NE 29TH AVENUE, SUITE 1010",AVENTURA,FL,33180,"18851 NE 29TH AVENUE, SUITE 1010, AVENTURA, FL 33180",ATTORNEY,,,,25.9501735,-80.1416894,
613,613,Florida Committee for Conservative Leade (PAC),9/30/15,3000,"SW FLORIDA OPTOMETRIC ASSOCIATION, INC.",,,,9284 TRIESTE DRIVE,FORT MYERS,FL,33913,"9284 TRIESTE DRIVE, FORT MYERS, FL 33913",ASSOCIATION,,,,26.6081821,-81.7772774,
460,460,Florida Committee for Conservative Leade (PAC),9/28/15,5000,"LARRY J. OVERTON & ASSOCIATES, INC.",,,,"101 EAST COLLEGE AVE, SUITE 302",TALLAHASSEE,FL,32301,"101 EAST COLLEGE AVE, SUITE 302, TALLAHASSEE, FL 32301",GOVERNMENTAL CONSULTANT,,,,30.440553,-84.281704,
218,218,Florida Committee for Conservative Leade (PAC),9/18/15,2500,"BREITBURN FLOIRDA, LLC",,,,"515 SOUTH FLOWER STREET, SUITE 4800",LOS ANGELES,CA,90071,"515 SOUTH FLOWER STREET, SUITE 4800, LOS ANGELES, CA 90071",FUEL,,,,34.051341,-118.256611,
381,381,Florida Committee for Conservative Leade (PAC),9/18/15,5000,FLORIDIANS FOR HOME RULE PAC,,,,POST OFFICE BOX 10930,TALLAHASSEE,FL,32302,"POST OFFICE BOX 10930, TALLAHASSEE, FL 32302",POLITICAL COMMITTEE,,,,30.442124,-84.320881,
531,531,Florida Committee for Conservative Leade (PAC),9/8/15,5000,"PEPSICO, INC.",,,,1001 13TH AVENUE EAST,BRADENTON,FL,34208,"1001 13TH AVENUE EAST, BRADENTON, FL 34208",BEVERAGE DISTRIBUTOR,,,,27.488058,-82.5536587,
240,240,Florida Committee for Conservative Leade (PAC),9/8/15,5000,"COLLIER ENTERPRISES MANAGEMENT, INC.",,,,"2550 GOODLETTE RD. N., #100",NAPLES,FL,34103,"2550 GOODLETTE RD. N., #100, NAPLES, FL 34103",REAL ESTATE DEVELOPER,,,,26.14885,-81.7910339,
201,201,Florida Committee for Conservative Leade (PAC),9/8/15,5000,"BARRON COLLIER RESOURCES, LLLP",,,,2600 GOLDEN GATE PARKWAY,NAPLES,FL,34105,"2600 GOLDEN GATE PARKWAY, NAPLES, FL 34105",REAL ESTATE,,,,26.1726461,-81.7701435,
227,227,Florida Committee for Conservative Leade (PAC),9/1/15,619.23,"CAPITOL INSIGHT, LLC",,,,301 SOUTH BRONOUGH STREET #500,TALLAHASSEE,FL,32301,"301 SOUTH BRONOUGH STREET #500, TALLAHASSEE, FL 32301",GOVERNMENTAL CONSULTING,,,"EVENT EXPENSE, MEAL",30.440082,-84.284049,
363,363,Florida Committee for Conservative Leade (PAC),8/31/15,3000,FLORIDA POLICE BENEVOLENT ASSOCIATION FPBA LAW AND ORDER PAC,cleaned based on address,,,300 EAST BREVARD STREET,TALLAHASSEE,FL,32301,"300 EAST BREVARD STREET, TALLAHASSEE, FL 32301",POLITICAL COMMITTEE,,,,30.449342,-84.2792625,
575,575,Florida Committee for Conservative Leade (PAC),8/4/15,450,SMITH CLARK,,,,2087 WEST FOREST DRIVE,TALLAHASSEE,FL,32303,"2087 WEST FOREST DRIVE, TALLAHASSEE, FL 32303",GOVERNMENTAL CONSULTANT,,,FUEL AND BAIT,30.4706013,-84.2709189,
642,642,Florida Committee for Conservative Leade (PAC),7/17/15,5000,United States Sugar Corporation,,,,111 PONCE DE LEON AVENUE,CLEWISTON,FL,33440,"111 Ponce de Leon Ave, Clewiston, FL 33440",SUGAR CORPORATION,,,,26.7546518,-80.9357057,
420,420,Florida Committee for Conservative Leade (PAC),7/17/15,2500,HALL INVESTMENTS TALLAHASSEE ACCOUNT,,,,ONE LINDEN PLACE,GREAT NECK,NY,11021,"ONE LINDEN PLACE, GREAT NECK, NY 11021",INVESTMENTS,,,,40.784319,-73.731488,
169,169,Florida Committee for Conservative Leade (PAC),7/17/15,5000,AIF PAC,,,,POST OFFICE BOX 10085,TALLAHASSEE,FL,32302,"POST OFFICE BOX 10085, TALLAHASSEE, FL 32302",POLITICAL COMMITTEE,,,,30.4763594,-84.2386338,
351,351,Florida Committee for Conservative Leade (PAC),7/17/15,5000,"FLORIDA PHOSPHATE POLITICAL COMMITTEE, INC.",,,,POST OFFICE BOX 1384,MULBERRY,FL,33860,"POST OFFICE BOX 1384, MULBERRY, FL 33860",POLITICAL COMMITTEE,,,,28.03,-81.9599999,
583,583,Florida Committee for Conservative Leade (PAC),3/2/15,500,United States Sugar Corporation,,,,111 PONCE DE LEON AVE.,CLEWISTON,FL,33440,"111 Ponce de Leon Ave, Clewiston, FL 33440",HOLDINGS COMPANY,,,,26.7546518,-80.9357057,
584,584,Florida Committee for Conservative Leade (PAC),3/2/15,500,United States Sugar Corporation,,,,111 PONCE DE LEON AVE.,CLEWISTON,FL,33440,"111 Ponce de Leon Ave, Clewiston, FL 33440",NURSERY,,,,26.7546518,-80.9357057,
589,589,Florida Committee for Conservative Leade (PAC),3/2/15,500,United States Sugar Corporation,,,,111 PONCE DE LEON AVE.,CLEWISTON,FL,33440,"111 Ponce de Leon Ave, Clewiston, FL 33440",AGRICULTURE,,,,26.7546518,-80.9357057,
596,596,Florida Committee for Conservative Leade (PAC),3/2/15,500,United States Sugar Corporation,,,,111 PONCE DE LEON AVENUE,CLEWISTON,FL,33440,"111 Ponce de Leon Ave, Clewiston, FL 33440",AGRICULTURE,,,,26.7546518,-80.9357057,
302,302,Florida Committee for Conservative Leade (PAC),3/2/15,10000,MBF HEALTHCARE MANAGEMENT LLC,,,,"121 ALHAMBRA PLAZA, SUITE 1100",CORAL GABLES,FL,33134,"121 ALHAMBRA PLAZA, SUITE 1100, CORAL GABLES, FL 33134",HEALTHCARE EXECUTIVE,,,,25.7526597,-80.2572929,
231,231,Florida Committee for Conservative Leade (PAC),3/2/15,1000,"CENTRAL FLORIDA TESTING LABORATORIES, INC.",,,,12625 40TH STREET N.,CLEARWATER,FL,33762,"12625 40TH STREET N., CLEARWATER, FL 33762",TESTING LABORATORY,,,,27.88743,-82.68751,
627,627,Florida Committee for Conservative Leade (PAC),3/2/15,1000,THE SCOTTS COMPANY AND SUBSIDIARIES,,,,14111 SCOTTSLAWN ROAD,MARYSVILLE,OH,43041,"14111 SCOTTSLAWN ROAD, MARYSVILLE, OH 43041",FERTILIZER COMPANY,,,,40.205047,-83.314432,
603,603,Florida Committee for Conservative Leade (PAC),3/2/15,2000,"SPLIT PINE DEVELOPMENT, LLC",,,,4314 PABLO OAKS COURT,JACKSONVILLE,FL,32224,"4314 PABLO OAKS COURT, JACKSONVILLE, FL 32224",DEVELOPMENT COMPANY,,,,30.267157,-81.4415358,
418,418,Florida Committee for Conservative Leade (PAC),3/2/15,1000,Gunster Law Firm,"was Gunster, changed based on address",,,"777 SOUTH FLAGLER DRIVE, STE 500 EAST",WEST PALM BEACH,FL,33401,"777 SOUTH FLAGLER DRIVE, STE 500 EAST, WEST PALM BEACH, FL 33401",LAW FIRM,,,,26.7066029,-80.0497202,
383,383,Florida Committee for Conservative Leade (PAC),3/2/15,2500,FLORIDIANS UNITED FOR OUR CHILDREN'S FUTURE,,,,PO BOX 10085,TALLAHASSEE,FL,32302,"PO BOX 10085, TALLAHASSEE, FL 32302",PC,,,,26.0909516,-80.3735682,
537,537,Florida Committee for Conservative Leade (PAC),3/2/15,5000,"PLUM CREEK ADMINISTRATIVE CORP., INC.",,,,PO BOX 1990,COLUMBIA FALLS,MT,59912,"PO BOX 1990, COLUMBIA FALLS, MT 59912",AGRICULTURE,,,,48.37246,-114.18152,
645,645,Florida Committee for Conservative Leade (PAC),2/27/15,10000,United States Sugar Corporation,,,,111 PONCE DE LEON AVENUE,CLEWISTON,FL,33440,"111 Ponce de Leon Ave, Clewiston, FL 33440",SUGAR CORPORATION,,,,26.7546518,-80.9357057,
549,549,Florida Committee for Conservative Leade (PAC),2/27/15,10000,REALTORS POLITICAL ADVOCACY COMMITTEE,,,,P. O. BOX 725025,ORLANDO,FL,32872,"P. O. BOX 725025, ORLANDO, FL 32872",PC,,,,28.3289831,-81.5342295,
368,368,Florida Committee for Conservative Leade (PAC),2/22/15,5000,FLORIDA POWER & LIGHT,,,,215 S. MONROE ST.,TALLAHASSEE,FL,32301,"215 S. MONROE ST., TALLAHASSEE, FL 32301",ENERGY,,,,30.4402227,-84.2800501,
367,367,Florida Committee for Conservative Leade (PAC),2/22/15,684,FLORIDA POWER & LIGHT,,,,215 S. MONROE ST.,TALLAHASSEE,FL,32301,"215 S. MONROE ST., TALLAHASSEE, FL 32301",ENERGY,,,"TRANSPORTATION, HOTEL",30.4402227,-84.2800501,
629,629,Florida Committee for Conservative Leade (PAC),2/22/15,2500,"THE VOICE OF FLORIDA BUSINESS PAC, INC.",,,,P. O. BOX 784,TALLAHASSEE,FL,32302,"P. O. BOX 784, TALLAHASSEE, FL 32302",PC,,,,26.0909516,-80.3735682,
333,333,Florida Committee for Conservative Leade (PAC),2/19/15,5000,FLORIDA JOBS PAC,,,,PO BOX 11309,TALLAHASSEE,FL,32302,"PO BOX 11309, TALLAHASSEE, FL 32302",PC,,,,26.0909516,-80.3735682,
341,341,Florida Committee for Conservative Leade (PAC),2/18/15,1000,"FLORIDA NURSERY, GROWERS & LANDSCAPE ASSOCIATION - PAC, INC.",,,,1533 PARK CENTER DRIVE,ORLANDO,FL,32835,"1533 PARK CENTER DRIVE, ORLANDO, FL 32835",PC,,,,28.5221539,-81.4688345,
532,532,Florida Committee for Conservative Leade (PAC),2/18/15,10000,PETER H. LEACH & ASSOCIATES,,,,"2430 ESTANCIA BLVD, STE 101",CLEARWATER,FL,33761,"2430 ESTANCIA BLVD, STE 101, CLEARWATER, FL 33761",REAL ESTATE,,,,28.0300454,-82.7367265,
174,174,Florida Committee for Conservative Leade (PAC),2/16/15,2500,ALICO INC.,,,,10070 DANIELS INTERSTATE CT. #100,FORT MYERS,FL,33913,"10070 DANIELS INTERSTATE CT. #100, FORT MYERS, FL 33913",AGRICULTURE,,,,26.5460877,-81.7921492,
285,285,Florida Committee for Conservative Leade (PAC),2/16/15,2500,"EVANS PROPERTIES, INC.",,,,"660 BEACHLAND BLVD, STE 301",VERO BEACH,FL,32963,"660 BEACHLAND BLVD, STE 301, VERO BEACH, FL 32963",REAL ESTATE,,,,27.6530935,-80.3610376,
578,578,Florida Committee for Conservative Leade (PAC),2/13/15,1000,SOUTHEAST MILK,,,,P. O. BOX 3790,BELLEVIEW,FL,34421,"P. O. BOX 3790, BELLEVIEW, FL 34421",DIARY DISTRIBUTOR,,,,-32.5659607,149.5854923,
408,408,Florida Committee for Conservative Leade (PAC),2/12/15,2500,"GOVERNMENT SERVICES GROUP, INC.",,,,"1500 MAHAN DRIVE, #250",TALLAHASSEE,FL,32308,"1500 MAHAN DRIVE, #250, TALLAHASSEE, FL 32308",GOVERNMENT CONSULTING,,,,30.4497963,-84.2583609,
495,495,Florida Committee for Conservative Leade (PAC),2/12/15,2500,"NABORS, GIBLIN & NICKERSN, P.A.",,,,"1500 MAHANDRIVE, #200",TALLAHASSEE,FL,32308,"1500 MAHANDRIVE, #200, TALLAHASSEE, FL 32308",ATTORNEY,,,,30.4497963,-84.2583609,
630,630,Florida Committee for Conservative Leade (PAC),2/12/15,5000,"THE VOICE OF FLORIDA BUSINESS, PAC, INC.",,,,P. O. BOX 784,TALLAHASSEE,FL,32302,"P. O. BOX 784, TALLAHASSEE, FL 32302",PAC,,,,26.0909516,-80.3735682,
407,407,Florida Committee for Conservative Leade (PAC),2/3/15,64.49,"GOVERNMENT SERVICES GROUP, INC.",,,,"1500 MAHAN DRIVE, #250",TALLAHASSEE,FL,32308,"1500 MAHAN DRIVE, #250, TALLAHASSEE, FL 32308",GOVERNMENT CONSULTING,,,FOOD & BEVERAGE,30.4497963,-84.2583609,
558,558,Florida Committee for Conservative Leade (PAC),1/30/15,2500,"RONALD BOOK, P.A.",,,,"18851 NE 29TH AVE., #1010",AVENTURA,FL,33180,"18851 NE 29TH AVE., #1010, AVENTURA, FL 33180",ATTORNEY,,,,25.9501735,-80.1416894,
348,348,Florida Committee for Conservative Leade (PAC),1/19/15,2500,FLORIDA POLICE BENEVOLENT ASSOCIATION FPBA LAW AND ORDER PAC,cleaned based on address,,,300 EAST BREVARD ST.,TALLAHASSEE,FL,32301,"300 EAST BREVARD ST., TALLAHASSEE, FL 32301",PC,,,,30.449342,-84.2792625,
241,241,Florida Committee for Conservative Leade (PAC),1/14/15,2500,"COLLIER ENTERPRISES MANAGEMENT, INC.",,,,"2550 GOODLETTE RD. N., #100",NAPLES,FL,34103,"2550 GOODLETTE RD. N., #100, NAPLES, FL 34103",DEVELOPER,,,,26.14885,-81.7910339,
